Employee_Number,Position,Dept,Dept_Description,Proj_Division,BU,Annual_Leave_Entitlement,Leave_Code,Leave_Type,Leave_Type_Description,From,To,Days,Total_No_of_Leave_Days,Remarks,BU_Entry_Date,Employee_Type
0042079,Charge-Hand Building Rigger,90088,Building Management,BDG,13836,AL07,AL-DP,AL,Annual Leave,2021-08-25T00:00:00Z,2021-08-26T00:00:00Z,2,,,43067,Daily Paid
0042079,Charge-Hand Building Rigger,90088,Building Management,BDG,13836,AL07,AL-DP,AL,Annual Leave,2021-08-30T00:00:00Z,2021-09-01T00:00:00Z,2,,,43067,Daily Paid
0036755,Charge-Hand Rigger,90087,Foundations Management,FDN-SUB,13902,AL07,AL-DP,AL,Annual Leave,2021-09-29T00:00:00Z,2021-09-30T00:00:00Z,2,,,43224,Daily Paid
0036755,Charge-Hand Rigger,90087,Foundations Management,FDN-SUB,13902,AL07,AL-DP,AL,Annual Leave,2021-11-29T00:00:00Z,2021-11-30T00:00:00Z,2,,,43224,Daily Paid
0042079,Charge-Hand Building Rigger,90088,Building Management,BDG,13836,AL07,AL-DP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-27T00:00:00Z,2,,,43067,Daily Paid
0048596,Asst. Charge-Hand Rigger,90087,Foundations Management,FDN-HF,13818,AL07,AL-DP,ENT,Entitlement Adjustment,2021-08-02T00:00:00Z,2021-08-02T00:00:00Z,2,2,total 6 days for 2020,43210,Daily Paid
0078237,Steel Rigger,90043,Steel Fabrication,SFB,18983,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-12-11T00:00:00Z,2021-12-12T00:00:00Z,2,2,,41975,Daily Paid
0203053,Concretor Ganger,90086,Civil Management,CVL,13718,AL07,AL-DP,AL,Annual Leave,2021-08-20T00:00:00Z,2021-08-21T00:00:00Z,2,,,42345,Daily Paid
0203053,Concretor Ganger,90086,Civil Management,CVL,13718,AL07,AL-DP,AL,Annual Leave,2021-08-22T00:00:00Z,2021-08-23T00:00:00Z,2,,,42345,Daily Paid
0217264,Asst. C.H. Building Rigger,90088,Building Management,BDG,13708,AL07,AL-DP,AL,Annual Leave,2021-10-27T00:00:00Z,2021-10-28T00:00:00Z,2,,,43212,Daily Paid
0037157,Building Rigger,90088,Building Management,BDG,13699,AL07,AL-DP,AL,Annual Leave,2021-09-23T00:00:00Z,2021-09-24T00:00:00Z,2,,,43365,Daily Paid
0036930,Labour Ganger,90087,Foundations Management,FDN-HF,13850,AL07,AL-DP,AL,Annual Leave,2021-09-16T00:00:00Z,2021-09-17T00:00:00Z,2,,,43237,Daily Paid
0036930,Labour Ganger,90087,Foundations Management,FDN-HF,13850,AL07,AL-DP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-27T00:00:00Z,2,,,43237,Daily Paid
0071991,Charge-Hand Carpenter,90088,Building Management,BDG,13708,AL07,AL-DP,AL,Annual Leave,2021-09-19T00:00:00Z,2021-09-20T00:00:00Z,2,,,43228,Daily Paid
0071991,Charge-Hand Carpenter,90088,Building Management,BDG,13708,AL07,AL-DP,AL,Annual Leave,2021-10-27T00:00:00Z,2021-10-28T00:00:00Z,2,,,43228,Daily Paid
0049255,Mixer Truck Driver,90029,Concrete Technology Services,CON,12843,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-10-20T00:00:00Z,2021-10-21T00:00:00Z,2,,,38146,Daily Paid
0037524,Asst. C.H. Building Rigger,90088,Building Management,BDG,13708,AL07,AL-DP,AL,Annual Leave,2021-10-29T00:00:00Z,2021-10-30T00:00:00Z,2,,,43419,Daily Paid
0049255,Mixer Truck Driver,90029,Concrete Technology Services,CON,12843,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-08-22T00:00:00Z,2021-08-23T00:00:00Z,2,,,38146,Daily Paid
0049255,Mixer Truck Driver,90029,Concrete Technology Services,CON,12843,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-09-26T00:00:00Z,2021-09-27T00:00:00Z,2,,,38146,Daily Paid
0049255,Mixer Truck Driver,90029,Concrete Technology Services,CON,12843,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-09-29T00:00:00Z,2021-09-30T00:00:00Z,2,,,38146,Daily Paid
0037105,Welder,90087,Foundations Management,FDN-GE,18998,AL07,AL-DP,AL,Annual Leave,2021-07-02T00:00:00Z,2021-07-03T00:00:00Z,2,,,36808,Daily Paid
0036981,C.H. Piling Operative,90087,Foundations Management,FDN-HF,13869,AL07,SL1-DP,SL,Sick Leave,2021-10-28T00:00:00Z,2021-10-29T00:00:00Z,2,,Self-isolation(-SH AL NPL SL),43208,Daily Paid
0036981,C.H. Piling Operative,90087,Foundations Management,FDN-HF,13869,AL07,AL-DP,AL,Annual Leave,2021-08-15T00:00:00Z,2021-08-16T00:00:00Z,2,,,43208,Daily Paid
0036981,C.H. Piling Operative,90087,Foundations Management,FDN-HF,13869,AL07,AL-DP,AL,Annual Leave,2021-12-07T00:00:00Z,2021-12-08T00:00:00Z,2,,,43208,Daily Paid
0232952,Charge Hand Concretor,90088,Building Management,BDG,13889,AL07,AL-DP,AL,Annual Leave,2021-08-11T00:00:00Z,2021-08-12T00:00:00Z,2,,,43158,Daily Paid
0044549,C.H. Piling Operative,90087,Foundations Management,FDN-HF,13898,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-09-01T00:00:00Z,2021-09-02T00:00:00Z,2,,,43290,Daily Paid
0044549,C.H. Piling Operative,90087,Foundations Management,FDN-HF,13898,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-09-15T00:00:00Z,2021-09-16T00:00:00Z,2,,,43290,Daily Paid
0061242,Steel Rigger Ganger,90043,Steel Fabrication,SFB,18983,AL07,AL-DP,AL,Annual Leave,2021-12-17T00:00:00Z,2021-12-18T00:00:00Z,2,,,39045,Daily Paid
0218499,Mixer Truck Driver,90029,Concrete Technology Services,CON,12843,AL07,AL-DP,AL,Annual Leave,2021-11-28T00:00:00Z,2021-11-29T00:00:00Z,2,,全第1位,39126,Daily Paid
0037159,Charge Hand Concretor,90088,Building Management,BDG,13708,AL07,AL-DP,AL,Annual Leave,2021-09-19T00:00:00Z,2021-09-20T00:00:00Z,2,,,43466,Daily Paid
0037265,Charge-Hand Rigger,90087,Foundations Management,FDN-GE,13706,AL07,SL1-DP,SL,Sick Leave,2021-10-29T00:00:00Z,2021-10-30T00:00:00Z,2,,Self-isolation(-SH AL NPL SL),43181,Daily Paid
0037580,Charge-Hand Building Rigger,90088,Building Management,BDG,13693,AL07,AL-DP,AL,Annual Leave,2021-07-10T00:00:00Z,2021-07-11T00:00:00Z,2,,,43040,Daily Paid
0049285,Charge Hand Scaffolder,90086,Civil Management,CVL,13908,AL07,AL-DP,AL,Annual Leave,2021-07-11T00:00:00Z,2021-07-13T00:00:00Z,2,,,43437,Daily Paid
0037159,Charge Hand Concretor,90088,Building Management,BDG,13708,AL07,AL-DP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-19T00:00:00Z,2,,,43466,Daily Paid
0214814,Rigger,90088,Building Management,BDG,13889,AL07,AL-DP,AL,Annual Leave,2021-09-12T00:00:00Z,2021-09-13T00:00:00Z,2,,,43440,Daily Paid
0214814,Rigger,90088,Building Management,BDG,13889,AL07,AL-DP,AL,Annual Leave,2021-09-19T00:00:00Z,2021-09-20T00:00:00Z,2,,,43440,Daily Paid
0234036,Labour Ganger,90088,Building Management,BDG,13708,AL07,AL-DP,AL,Annual Leave,2021-09-27T00:00:00Z,2021-09-29T00:00:00Z,2,,,43212,Daily Paid
0234398,Electrician,90088,Building Management,BDG,13777,AL07,AL-DP,AL,Annual Leave,2021-08-15T00:00:00Z,2021-08-16T00:00:00Z,2,,,43344,Daily Paid
0036580,Steel Rigger,90043,Steel Fabrication,SFB,18983,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-12-07T00:00:00Z,2021-12-08T00:00:00Z,2,,,38526,Daily Paid
0067000,Asst. Charge Hand Welder,90087,Foundations Management,FDN-GE,18998,AL07,AL-DP,AL,Annual Leave,2021-11-28T00:00:00Z,2021-11-29T00:00:00Z,2,,,38696,Daily Paid
0036487,Steel Skilled Welder,90043,Steel Fabrication,SFB,18983,AL07,AL-DP,AL,Annual Leave,2021-11-12T00:00:00Z,2021-11-13T00:00:00Z,2,,,37718,Daily Paid
0060100,Scaffolder,90086,Civil Management,CVL,13718,AL07,AL-DP,AL,Annual Leave,2021-09-10T00:00:00Z,2021-09-11T00:00:00Z,2,,,42430,Daily Paid
0036558,PP C.H. Driller,90087,Foundations Management,CVL,13887,AL07,AL-DP,ENT,Entitlement Adjustment,2021-07-12T00:00:00Z,2021-07-12T00:00:00Z,2,16,Total 5 days for 2020,42853,Daily Paid
0036637,Mixer Truck Driver,90029,Concrete Technology Services,CON,12843,AL07,AL-DP,AL,Annual Leave,2021-07-23T00:00:00Z,2021-07-24T00:00:00Z,2,,"第5位, 第2位",37834,Daily Paid
0075449,Asst Labour Ganger,90086,Civil Management,CVL,15230,AL07,AL-DP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-27T00:00:00Z,2,,,43409,Daily Paid
0075346,Building Rigger Labour,90088,Building Management,BDG,13828,AL07,AL-DP,AL,Annual Leave,2021-08-22T00:00:00Z,2021-08-23T00:00:00Z,2,,,43344,Daily Paid
0075346,Building Rigger Labour,90088,Building Management,BDG,13828,AL07,AL-DP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-27T00:00:00Z,2,,,43344,Daily Paid
0051549,Labour Ganger,90086,Civil Management,CVL,13718,AL07,AL-DP,AL,Annual Leave,2021-07-10T00:00:00Z,2021-07-11T00:00:00Z,2,,,43388,Daily Paid
0058844,Senior C.H. Building Rigger,90088,Building Management,BDG,13757,AL07,AL-DP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-19T00:00:00Z,2,,,43077,Daily Paid
0042015,Plasterer,90088,Building Management,BDG,13559,AL07,AL-DP,AL,Annual Leave,2021-08-14T00:00:00Z,2021-08-15T00:00:00Z,2,,,42495,Daily Paid
0042015,Plasterer,90088,Building Management,BDG,13559,AL07,AL-DP,AL,Annual Leave,2021-10-30T00:00:00Z,2021-10-31T00:00:00Z,2,,,42495,Daily Paid
0058844,Senior C.H. Building Rigger,90088,Building Management,BDG,13757,AL07,AL-DP,AL,Annual Leave,2021-09-05T00:00:00Z,2021-09-06T00:00:00Z,2,,,43077,Daily Paid
0058844,Senior C.H. Building Rigger,90088,Building Management,BDG,13757,AL07,AL-DP,AL,Annual Leave,2021-10-10T00:00:00Z,2021-10-11T00:00:00Z,2,,,43077,Daily Paid
0044549,C.H. Piling Operative,90087,Foundations Management,FDN-HF,13898,AL07,AL-DP,AL,Annual Leave,2021-07-06T00:00:00Z,2021-07-07T00:00:00Z,2,,,43290,Daily Paid
0036935,Steel Welder,90043,Steel Fabrication,SFB,18983,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-11-14T00:00:00Z,2021-11-15T00:00:00Z,2,,,36292,Daily Paid
0054281,Senior Charge Hand Rigger,90086,Civil Management,CVL,15230,AL07,AL-DP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-27T00:00:00Z,2,,,43160,Daily Paid
0038159,Production Manager,90086,Civil Management,CVL,13718,AL24,AL-MP,AL,Annual Leave,2021-08-14T00:00:00Z,2021-08-16T00:00:00Z,2.5,NULL,NULL,43139,Monthly Paid
0038159,Production Manager,90086,Civil Management,CVL,13718,AL24,AL-MP,AL,Annual Leave,2021-08-21T00:00:00Z,2021-08-23T00:00:00Z,2.5,NULL,NULL,43139,Monthly Paid
0038159,Production Manager,90086,Civil Management,CVL,13718,AL24,AL-MP,AL,Annual Leave,2021-08-28T00:00:00Z,2021-08-30T00:00:00Z,2.5,NULL,NULL,43139,Monthly Paid
0038159,Production Manager,90086,Civil Management,CVL,13718,AL24,AL-MP,AL,Annual Leave,2021-09-04T00:00:00Z,2021-09-06T00:00:00Z,2.5,NULL,NULL,43139,Monthly Paid
0038159,Production Manager,90086,Civil Management,CVL,13718,AL24,AL-MP,AL,Annual Leave,2021-09-11T00:00:00Z,2021-09-13T00:00:00Z,2.5,NULL,NULL,43139,Monthly Paid
0038159,Production Manager,90086,Civil Management,CVL,13718,AL24,AL-MP,AL,Annual Leave,2021-09-18T00:00:00Z,2021-09-20T00:00:00Z,2.5,NULL,NULL,43139,Monthly Paid
0037935,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-11-27T00:00:00Z,2021-11-29T00:00:00Z,2.5,NULL,NULL,38353,Monthly Paid
0077874,Sr Project Manager,90088,Building Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-11-20T00:00:00Z,2021-11-22T00:00:00Z,2.5,NULL,NULL,43370,Monthly Paid
0077874,Sr Project Manager,90088,Building Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-11-27T00:00:00Z,2021-11-29T00:00:00Z,2.5,NULL,NULL,43370,Monthly Paid
0077874,Sr Project Manager,90088,Building Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-10-16T00:00:00Z,2021-10-18T00:00:00Z,2.5,NULL,NULL,43370,Monthly Paid
0077874,Sr Project Manager,90088,Building Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-10-23T00:00:00Z,2021-10-25T00:00:00Z,2.5,NULL,NULL,43370,Monthly Paid
0061941,BIM Co-Ordinator,90773,Electrical & Mechanical Dept,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-07-16T00:00:00Z,2021-07-18T00:00:00Z,2.5,NULL,NULL,42795,Monthly Paid
0037812,Sr Surveyor,90086,Civil Management,CVL,13662,AL18,AL-MP,AL,Annual Leave,2021-08-14T00:00:00Z,2021-08-16T00:00:00Z,2.5,NULL,NULL,42828,Monthly Paid
0398867,Technical Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-08-23T00:00:00Z,2021-08-26T00:00:00Z,2.5,NULL,NULL,43009,Monthly Paid
0038397,Asst Project Manager,90087,Foundations Management,FDN-GE,13473,AL21,OL-MP,CPS,Compassionate Leave,2021-07-29T00:00:00Z,2021-08-04T00:00:00Z,2.5,2.5,NULL,42217,Monthly Paid
0386744,Sr Engineering Manager,90014,Engineering Design,CVL,13880,AL24,AL-MP,AL,Annual Leave,2021-12-29T00:00:00Z,2022-01-03T00:00:00Z,2.5,NULL,Need to attend to some personal matters.,43353,Monthly Paid
0023572,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),BDG,13828,AL21,AL-MP,AL,Annual Leave,2021-10-02T00:00:00Z,2021-10-04T00:00:00Z,2.5,NULL,NULL,40909,Monthly Paid
0320039,QA Manager,90086,Civil Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-10-02T00:00:00Z,2021-10-04T00:00:00Z,2.5,NULL,NULL,43388,Monthly Paid
0023475,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13662,AL24,SL1-MP,SL,Sick Leave,2021-07-16T00:00:00Z,2021-07-18T00:00:00Z,2.5,NULL,NULL,42941,Monthly Paid
0498185,Sr Constn Manager,90088,Building Management,BDG,90078,AL24,AL-MP,AL,Annual Leave,2021-10-16T00:00:00Z,2021-10-18T00:00:00Z,2.5,5,NULL,NULL,Monthly Paid
0498185,Sr Constn Manager,90088,Building Management,BDG,90078,AL24,AL-MP,AL,Annual Leave,2021-12-10T00:00:00Z,2021-12-12T00:00:00Z,2.5,NULL,NULL,NULL,Monthly Paid
0072203,Sr Electrical Supervisor,90773,Electrical & Mechanical Dept,CVL,13728,AL18,AL-MP,AL,Annual Leave,2021-11-27T00:00:00Z,2021-11-29T00:00:00Z,2.5,NULL,NULL,42583,Monthly Paid
0326202,Principal Planning Engineer,90086,Civil Management,CVL,13883,AL21,AL-MP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-21T00:00:00Z,2.5,NULL,NULL,43461,Monthly Paid
0059706,Charge-Hand Building Rigger,90088,Building Management,BDG,13828,AL07,SL1-DP,SL,Sick Leave,2021-09-02T00:00:00Z,2021-09-04T00:00:00Z,2.5,,Self-isolation(-SH AL NPL SL),43168,Daily Paid
0075346,Building Rigger Labour,90088,Building Management,BDG,13828,AL07,SL1-DP,SL,Sick Leave,2021-09-02T00:00:00Z,2021-09-04T00:00:00Z,2.5,2.5,Self-isolation(-SH AL NPL SL),43344,Daily Paid
0044678,Crane Operator (A),98842,Plant & Equipment,PLT,98842,AL12,SL1-MP,SL,Sick Leave,2021-11-01T00:00:00Z,2021-11-20T00:00:00Z,20,NULL,NULL,43469,Monthly Paid
0051823,General Foreman,90088,Building Management,BDG,13866,AL18,AL-MP,AL,Annual Leave,2021-08-18T00:00:00Z,2021-09-12T00:00:00Z,20,NULL,"Sat off - 23/5, 30/5, 6/6",43160,Monthly Paid
0037942,Sr Site Agent,90088,Building Management,BDG,13788,AL21,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-08-25T00:00:00Z,20,NULL,NULL,43325,Monthly Paid
0036901,Sub-Agent,90088,Building Management,BDG,13708,AL18,SL1-MP,SL,Sick Leave,2021-09-01T00:00:00Z,2021-09-20T00:00:00Z,20,NULL,NULL,43252,Monthly Paid
0379800,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13880,AL21,AL-MP,AL,Annual Leave,2021-08-25T00:00:00Z,2021-09-19T00:00:00Z,20,NULL,NULL,42240,Monthly Paid
0036700,PP C.H. Driller,90087,Foundations Management,FDN-SUB,13902,AL07,SL1-DP,SL,Sick Leave,2021-08-11T00:00:00Z,2021-08-30T00:00:00Z,20,,,43251,Daily Paid
0023492,Sr Quantity Surveyor,90056,Commercial Q.S. (Group),FDN-HF,13839,AL21,AL-MP,AL,Annual Leave,2021-12-08T00:00:00Z,2022-01-07T00:00:00Z,21,NULL,NULL,43334,Monthly Paid
0200268,Chief Engineer,90773,Electrical & Mechanical Dept,CVL,13880,AL21,NPL-MP,NAL,No Paid Annual Leave,2021-09-01T00:00:00Z,2021-09-21T00:00:00Z,21,NULL,NULL,42877,Monthly Paid
0037291,PP Asst. C.H. Driller,90087,Foundations Management,FDN-GE,13851,AL07,SL1-DP,SL,Sick Leave,2021-11-01T00:00:00Z,2021-11-21T00:00:00Z,21,,,43208,Daily Paid
0227938,Mixer Truck Driver,90029,Concrete Technology Services,CON,12843,AL07,SL1-DP,SL,Sick Leave,2021-12-29T00:00:00Z,2022-01-21T00:00:00Z,21,,,39293,Daily Paid
0037392,Plant Tech (Welding) (I),98842,Plant & Equipment,PLT,98842,AL14,SL1-MP,SL,Sick Leave,2021-11-10T00:00:00Z,2021-11-30T00:00:00Z,22,NULL,NULL,41000,Monthly Paid
0200869,Labour Ganger,90086,Civil Management,CVL,13703,AL07,SL1-DP,SL,Sick Leave,2021-08-20T00:00:00Z,2021-09-10T00:00:00Z,22,,,43115,Daily Paid
0036901,Sub-Agent,90088,Building Management,BDG,13708,AL18,SL1-MP,SL,Sick Leave,2021-07-08T00:00:00Z,2021-07-30T00:00:00Z,23,NULL,NULL,43252,Monthly Paid
0231304,Charge-Hand Rigger,90087,Foundations Management,FDN-HF,13818,AL07,SL1-DP,SL,Sick Leave,2021-07-22T00:00:00Z,2021-08-15T00:00:00Z,23,,,43381,Daily Paid
0037369,PP Asst. C.H. Driller,90087,Foundations Management,FDN-GE,18998,AL07,SL1-DP,SL,Sick Leave,2021-07-18T00:00:00Z,2021-08-11T00:00:00Z,23,,,38718,Daily Paid
0036494,Plant Tech (Mechanical) (II),98842,Plant & Equipment,PLT,98842,AL14,SL1-MP,SL,Sick Leave,2021-10-08T00:00:00Z,2021-10-31T00:00:00Z,24,NULL,NULL,42768,Monthly Paid
0036901,Sub-Agent,90088,Building Management,BDG,13708,AL18,SL1-MP,SL,Sick Leave,2021-11-03T00:00:00Z,2021-11-26T00:00:00Z,24,NULL,NULL,43252,Monthly Paid
0231304,Charge-Hand Rigger,90087,Foundations Management,FDN-HF,13818,AL07,SL1-DP,SL,Sick Leave,2021-08-22T00:00:00Z,2021-09-14T00:00:00Z,24,,,43381,Daily Paid
0037283,PP Driller,90087,Foundations Management,FDN-GE,18998,AL07,NPSL-DP,NSL,No Paid Sick Leave,2021-09-22T00:00:00Z,2021-10-21T00:00:00Z,24,,,42905,Daily Paid
0037802,Sub-Agent,90088,Building Management,BDG,13613,AL18,SL1-MP,SL,Sick Leave,2021-09-21T00:00:00Z,2021-10-17T00:00:00Z,25,25,NULL,40909,Monthly Paid
0037291,PP Asst. C.H. Driller,90087,Foundations Management,FDN-GE,13851,AL07,SL1-DP,SL,Sick Leave,2021-09-25T00:00:00Z,2021-10-21T00:00:00Z,25,,,43208,Daily Paid
0037377,Steel Welder,90043,Steel Fabrication,SFB,18983,AL07,NPL-DP,NAL,No Paid Annual Leave,2021-08-22T00:00:00Z,2021-09-21T00:00:00Z,26,,No Pay Sick Leave,37142,Daily Paid
0037178,Labour Ganger,90088,Building Management,BDG,13683,AL07,SL1-DP,SL,Sick Leave,2021-08-28T00:00:00Z,2021-09-25T00:00:00Z,28,124,,42851,Daily Paid
0232016,Sr Site Agent,90086,Civil Management,CVL,13662,AL21,NPL-MP,NAL,No Paid Annual Leave,2021-09-01T00:00:00Z,2021-09-30T00:00:00Z,29,NULL,NULL,42948,Monthly Paid
0232016,Sr Site Agent,90086,Civil Management,CVL,13662,AL21,NPL-MP,NAL,No Paid Annual Leave,2021-07-01T00:00:00Z,2021-07-30T00:00:00Z,29,NULL,NULL,42948,Monthly Paid
0044678,Crane Operator (A),98842,Plant & Equipment,PLT,98842,AL12,SL1-MP,SL,Sick Leave,2021-10-03T00:00:00Z,2021-10-31T00:00:00Z,29,NULL,NULL,43469,Monthly Paid
0200268,Chief Engineer,90773,Electrical & Mechanical Dept,CVL,13880,AL21,NPL-MP,NAL,No Paid Annual Leave,2021-07-01T00:00:00Z,2021-07-30T00:00:00Z,29,NULL,SH: 4/4,42877,Monthly Paid
0037283,PP Driller,90087,Foundations Management,FDN-GE,18998,AL07,SL1-DP,SL,Sick Leave,2021-07-22T00:00:00Z,2021-08-21T00:00:00Z,29,,,42905,Daily Paid
0038141,Sr Surveyor,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,43199,Monthly Paid
0038141,Sr Surveyor,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43199,Monthly Paid
0038148,Sr Project Engineer,90029,Concrete Technology Services,CON,90029,AL18,AL-MP,AL,Annual Leave,2021-10-13T00:00:00Z,2021-10-15T00:00:00Z,3,NULL,NULL,40026,Monthly Paid
0038945,Project Safety Manager,90033,Health & Safety,CVL,15230,AL21,AL-MP,AL,Annual Leave,2021-10-27T00:00:00Z,2021-10-29T00:00:00Z,3,NULL,NULL,43222,Monthly Paid
0038838,Crane Lorry Operator,98842,Plant & Equipment,PLT,98842,AL12,SL1-MP,SL,Sick Leave,2021-11-20T00:00:00Z,2021-11-22T00:00:00Z,3,3,Self-isolation(-SH AL NPL SL),39083,Monthly Paid
0036693,Sr Foreman,90087,Foundations Management,FDN-GE,13834,AL18,SL1-MP,SL,Sick Leave,2021-10-08T00:00:00Z,2021-10-10T00:00:00Z,3,NULL,NULL,43238,Monthly Paid
0036677,Mechanical Foreman,98842,Plant & Equipment,PLT,98842,AL12,AL-MP,AL,Annual Leave,2021-11-25T00:00:00Z,2021-11-27T00:00:00Z,3,NULL,NULL,39083,Monthly Paid
0366970,Site Agent,90086,Civil Management,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-12-26T00:00:00Z,2022-01-03T00:00:00Z,3,NULL,26 Sep and 3 Oct SO,43160,Monthly Paid
0038085,Wirth Operator,98842,Plant & Equipment,FDN-HF,13861,AL12,AL-MP,AL,Annual Leave,2021-07-01T00:00:00Z,2021-07-03T00:00:00Z,3,NULL,NULL,43304,Monthly Paid
0038085,Wirth Operator,98842,Plant & Equipment,FDN-HF,13861,AL12,AL-MP,AL,Annual Leave,2021-07-24T00:00:00Z,2021-07-27T00:00:00Z,3,NULL,NULL,43304,Monthly Paid
0038071,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,37347,Monthly Paid
0205827,Sr Mechanical Supervisor,90773,Electrical & Mechanical Dept,E&M,13663,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43101,Monthly Paid
0205918,Asst Elect Foreman,90088,Building Management,E&M,13688,AL12,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,42954,Monthly Paid
0204585,Sr Elec Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,39982,Monthly Paid
0204585,Sr Elec Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-10-06T00:00:00Z,2021-10-08T00:00:00Z,3,NULL,NULL,39982,Monthly Paid
0204585,Sr Elec Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-11-10T00:00:00Z,2021-11-12T00:00:00Z,3,NULL,NULL,39982,Monthly Paid
0205184,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-09-01T00:00:00Z,2021-09-03T00:00:00Z,3,NULL,NULL,43227,Monthly Paid
0205287,Sr Foreman,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-12-09T00:00:00Z,2021-12-11T00:00:00Z,3,NULL,NULL,43284,Monthly Paid
0205637,Project Manager,90088,Building Management,BDG,13828,AL24,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43301,Monthly Paid
0042816,Welder Foreman,90087,Foundations Management,FDN-HF,13868,AL18,AL-MP,AL,Annual Leave,2021-10-14T00:00:00Z,2021-10-16T00:00:00Z,3,NULL,NULL,43325,Monthly Paid
0042816,Welder Foreman,90087,Foundations Management,FDN-HF,13868,AL18,AL-MP,AL,Annual Leave,2021-08-20T00:00:00Z,2021-08-22T00:00:00Z,3,NULL,NULL,43325,Monthly Paid
0043434,Asst Surveyor,90087,Foundations Management,FDN-HF,13862,AL12,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-30T00:00:00Z,3,NULL,NULL,43206,Monthly Paid
0043434,Asst Surveyor,90087,Foundations Management,FDN-HF,13862,AL12,AL-MP,AL,Annual Leave,2021-10-27T00:00:00Z,2021-10-29T00:00:00Z,3,NULL,NULL,43206,Monthly Paid
0241685,Sr Site Supervisor (Facade),90086,Civil Management,CVL,13908,AL18,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-24T00:00:00Z,3,NULL,NULL,43384,Monthly Paid
0036677,Mechanical Foreman,98842,Plant & Equipment,PLT,98842,AL12,AL-MP,AL,Annual Leave,2021-11-24T00:00:00Z,2021-11-26T00:00:00Z,3,NULL,NULL,39083,Monthly Paid
0036675,Sr Electrical Supervisor,98842,Plant & Equipment,PLT,98801,AL18,AL-MP,AL,Annual Leave,2021-08-20T00:00:00Z,2021-08-22T00:00:00Z,3,NULL,NULL,39982,Monthly Paid
0036677,Mechanical Foreman,98842,Plant & Equipment,PLT,98842,AL12,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-30T00:00:00Z,3,NULL,NULL,39083,Monthly Paid
